record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
8099,B6,Jetblue,B64471,SAL,CUN,2024-06-12 00:36:00,2024-12-06 04:46:00,241.0,ON_TIME,0.0,E190,ECONOMY,20C,22a3369b-96e1-4653-8000-dfd16169273b,M,31.0,ES,2024-10-27 13:48:00,CALL_CENTER,TARJETA,67.51,USD,67.51,2,1
8100,B6,Jetblue,B66273,PTY,MEX,2025-02-03 22:29:00,2025-04-02 03:15:00,271.0,ON_TIME,0.0,B739,ECONOMY,29A,68e030df-42c8-4359-b1d7-f53a7ba7b261,M,26.0,HN,2024-12-06 22:19:00,WEB,PUNTOS,86.69,USD,86.69,1,0
8101,LA,Latam,LA0471,BCN,MEX,2025-07-28 18:41:00,2025-07-29 00:30:00,349.0,ON_TIME,0.0,B738,ECONOMY,28B,240a8531-4f6c-4629-8721-e43163101a1a,X,52.0,ES,2025-07-20 04:16:00,AEROPUERTO,TRANSFERENCIA,95.54,MXN,5.54,2,1
8102,FR,Ryanair,FR9019,GUA,LAX,2025-12-23 09:15:00,2025-12-23 14:26:00,315.0,ON_TIME,0.0,B738,ECONOMY,20E,ea069ed9-34b6-4117-aacb-c68332352aa0,M,23.0,ES,2025-03-09 11:32:00,AEROPUERTO,TRANSFERENCIA,213.5,USD,213.5,0,0
8103,CM,Copa Airlines,CM4278,MIA,MEX,2025-02-03 00:24:00,2025-02-03 06:50:00,394.0,ON_TIME,0.0,E190,ECONOMY,30C,c29d416c-b744-4560-a4ec-5d1296bddd50,F,35.0,CO,2025-01-15 10:07:00,AEROPUERTO,TARJETA,66.55,USD,66.55,2,1
8104,CM,Copa Airlines,CM1511,CUN,LAX,2024-01-18 17:41:00,2024-01-18 22:49:00,307.0,DIVERTED,0.0,B737,PREMIUM_ECONOMY,14A,46692532-9bf5-4f7a-992f-83d3230050b5,F,52.0,GT,2023-11-12 00:08:00,CALL_CENTER,PAYPAL,93.31,MXN,5.41,1,0
8105,LA,Latam,LA8316,SJO,JFK,2024-11-17 09:00:00,2024-11-17 15:26:00,364.0,ON_TIME,0.0,CRJ9,ECONOMY,17E,b19cc6b4-9c7b-4bb7-990e-520759b7df59,M,55.0,PE,2024-09-28 03:02:00,CALL_CENTER,TRANSFERENCIA,60.06,USD,60.06,2,1
8106,BA,British Airways,BA6535,CUN,BCN,2025-03-15 12:26:00,2025-03-15 17:40:00,300.0,DIVERTED,0.0,A320,ECONOMY,21A,e019250d-bce1-4cd0-a81f-c321f376bd66,M,52.0,CU,2025-01-07 16:07:00,AEROPUERTO,TRANSFERENCIA,87.39,USD,87.39,2,1
8107,DL,Delta,DL6197,HAV,PTY,2025-11-18 03:38:00,2025-11-18 04:52:00,66.0,ON_TIME,0.0,A320,ECONOMY,19F,ece7bf8f-a760-472b-b806-e2f6f02872f3,M,50.0,MX,2025-09-04 16:21:00,WEB,TRANSFERENCIA,158.48,USD,158.48,3,2
8108,AA,American Airlines,AA2180,SAL,BOG,2025-04-08 16:21:00,2025-04-08 17:49:00,87.0,ON_TIME,0.0,B737,BUSINESS,10B,7e68011f-46a0-40b8-8087-00ed58c0497b,M,19.0,PA,2024-12-09 06:23:00,WEB,PUNTOS,280.06,USD,280.06,1,0
8109,WN,Southwest,WN0191,SAP,JFK,2025-08-16 12:10:00,,,CANCELLED,,B739,FIRST,,35bdec10-4942-4358-af97-c6fa44c8a4d4,F,15.0,CR,2025-08-08 03:59:00,AEROPUERTO,TRANSFERENCIA,214.55,USD,214.55,2,1
8110,IB,Iberia,IB2512,PTY,HAV,2025-05-20 20:49:00,2025-05-20 23:54:00,194.0,ON_TIME,0.0,B739,ECONOMY,35A,f0bb4e2b-c007-4ff5-b988-be7933988857,M,23.0,CR,2025-02-15 22:21:00,WEB,PAYPAL,97.15,USD,97.15,1,0
8111,UA,United,UA7218,SAP,CUN,2024-02-18 15:30:00,2024-02-18 19:56:00,257.0,ON_TIME,0.0,B739,ECONOMY,40F,0d8ffc9d-87f3-4f17-b038-d60243460028,F,34.0,PE,2023-12-28 15:47:00,AGENCIA,EFECTIVO,76.82,USD,76.82,1,0
8112,WN,Southwest,WN2030,MIA,HAV,2024-10-27 00:22:00,2024-10-27 06:42:00,389.0,ON_TIME,0.0,E190,BUSINESS,10F,e80fb777-f987-4c64-b0fd-eb7dec39c238,M,35.0,CR,2024-08-10 16:02:00,WEB,TRANSFERENCIA,220.4,GTQ,28.21,1,0
8113,AV,Avianca,AV3370,CUN,PTY,2024-12-09 00:30:00,2024-09-12 03:22:00,162.0,ON_TIME,0.0,E190,ECONOMY,21E,74121fff-e107-4e25-a25f-d6fc897ca508,F,42.0,US,2024-09-25 01:31:00,APP,TRANSFERENCIA,119.46,GTQ,15.29,2,1
8114,IB,Iberia,IB9126,LAX,MAD,2025-02-19 06:17:00,2025-02-19 10:00:00,230.0,ON_TIME,0.0,A321,ECONOMY,19F,8ec5261c-ae91-483d-9fe8-7f07a8ec91b3,M,57.0,US,2024-12-23 00:29:00,CALL_CENTER,EFECTIVO,80.84,USD,80.84,1,0
8115,AV,Avianca,AV4758,MIA,SJO,2025-05-12 11:20:00,2025-05-12 15:18:00,246.0,ON_TIME,0.0,A319,ECONOMY,18E,018c3512-9c93-45f9-915d-ed6510ec920b,F,27.0,CO,2025-01-31 09:56:00,APP,TRANSFERENCIA,100.96,USD,100.96,1,0
8116,DL,Delta,DL1711,HAV,MAD,2024-07-06 00:36:00,2024-07-06 05:34:00,293.0,ON_TIME,0.0,B777,ECONOMY,23D,cde5b264-3139-4b00-91fb-8f6408b781ac,F,19.0,PE,2024-03-29 04:31:00,AEROPUERTO,PAYPAL,64.23,USD,64.23,1,0
8117,WN,Southwest,WN9763,PTY,LIM,2024-04-28 17:11:00,2024-04-28 19:29:00,139.0,ON_TIME,0.0,B739,ECONOMY,33E,83fcac22-6789-4754-aff2-4098b03e61c7,F,46.0,MX,2024-03-03 01:42:00,AEROPUERTO,TRANSFERENCIA,77.99,USD,77.99,2,1
8118,LA,Latam,LA8871,JFK,BOG,2025-04-02 10:06:00,,,CANCELLED,,B737,PREMIUM_ECONOMY,,39be34cc-4ee3-4649-a921-9e95ad3f6bcd,M,18.0,CU,2025-01-05 15:21:00,AEROPUERTO,PUNTOS,65.27,USD,65.27,2,1
8119,IB,Iberia,IB7527,MIA,SAP,2025-11-19 17:48:00,2025-11-20 01:15:00,312.0,DELAYED,144.0,B737,BUSINESS,5D,27b2a15d-6ddb-4bc0-be84-7569aba42d6e,M,34.0,ES,2025-08-06 12:05:00,CALL_CENTER,TRANSFERENCIA,267.23,USD,267.23,2,1
8120,LA,Latam,LA8894,LAX,SAL,2024-09-21 20:48:00,2024-09-22 04:48:00,301.0,DELAYED,175.0,B738,ECONOMY,24C,8d40121b-f227-418d-9e5c-70eadecb7048,F,48.0,CO,2024-09-07 00:13:00,APP,TRANSFERENCIA,84.67,USD,84.67,1,0
8121,AA,American Airlines,AA1910,LIM,LAX,2024-07-30 03:31:00,2024-07-30 11:09:00,288.0,DELAYED,162.0,E190,ECONOMY,41E,5f489024-c09f-4253-95ef-9f524c8602c4,F,60.0,PE,2024-07-16 11:34:00,AEROPUERTO,TRANSFERENCIA,78.52,USD,78.52,1,0
8122,BA,British Airways,BA8821,JFK,SJO,2024-07-28 05:17:00,2024-07-28 06:39:00,67.0,ON_TIME,0.0,B739,ECONOMY,22E,60107c7d-df02-4857-a2f9-66ac6fba82ad,F,32.0,CO,2024-05-12 00:19:00,AGENCIA,PUNTOS,33.16,GTQ,4.24,3,2
8123,B6,Jetblue,B65776,SJO,SAP,2025-05-06 04:24:00,2025-06-05 09:27:00,295.0,ON_TIME,0.0,B737,ECONOMY,38F,32291e49-eb54-4656-8831-ea565a4d6316,F,28.0,PA,2025-05-20 10:41:00,APP,PUNTOS,109.75,USD,109.75,1,0
8124,AA,American Airlines,AA4388,LIM,HAV,2024-08-27 20:30:00,2024-08-28 03:46:00,288.0,DELAYED,155.0,B757,ECONOMY,19F,1abc4246-3bfa-4710-9775-da02dfb5b2c4,M,54.0,MX,2024-05-21 04:59:00,CALL_CENTER,EFECTIVO,60.91,USD,60.91,1,0
8125,DL,Delta,DL9152,MIA,GUA,2025-07-20 07:35:00,2025-07-20 08:47:00,78.0,ON_TIME,0.0,B739,ECONOMY,27F,6921ee83-c3f1-40a5-ba81-50163a9b3d2b,M,40.0,PE,2025-05-04 03:03:00,AGENCIA,TRANSFERENCIA,117.5,GTQ,15.04,0,0
8126,WN,Southwest,WN6265,SAP,SJO,2025-10-11 03:53:00,2025-11-10 07:37:00,216.0,ON_TIME,0.0,B757,BUSINESS,10B,db4377bf-a7e8-4047-b915-7aac96b59cf0,F,34.0,CO,2025-08-07 19:49:00,AGENCIA,TARJETA,80.59,EUR,87.84,2,1
8127,DL,Delta,DL1111,BOG,MIA,2025-06-30 18:18:00,2025-06-30 21:10:00,180.0,ON_TIME,0.0,B738,ECONOMY,24E,a798af4e-6a62-4d53-bf89-e360bde3a4ff,M,37.0,HN,2025-05-15 14:19:00,AEROPUERTO,PUNTOS,106.33,USD,106.33,1,0
8128,AA,American Airlines,AA4868,GUA,MIA,2024-12-15 02:33:00,2024-12-15 09:25:00,411.0,ON_TIME,0.0,B757,ECONOMY,36F,dce29154-8d8a-4f52-99d2-0d5ac48555dc,F,21.0,MX,2024-09-16 11:58:00,WEB,PUNTOS,74.52,USD,74.52,2,1
8129,WN,Southwest,WN4211,SAL,CUN,2024-04-03 13:26:00,2024-04-03 16:27:00,104.0,DELAYED,53.0,B787,PREMIUM_ECONOMY,12D,8702b379-9679-495b-83da-b9116f566c69,M,18.0,HN,2024-01-25 02:12:00,AGENCIA,PAYPAL,44.73,GTQ,5.73,1,0
8130,LA,Latam,LA2260,SJO,GUA,2024-11-23 10:04:00,2024-11-23 15:11:00,250.0,DELAYED,35.0,B757,ECONOMY,39A,cdeb9b32-88d4-4176-8acf-cef9c5c311c2,M,47.0,SV,2024-08-12 20:27:00,CALL_CENTER,PAYPAL,81.34,USD,81.34,0,0
8131,IB,Iberia,IB4413,HAV,PTY,2024-07-29 04:09:00,2024-07-29 07:04:00,174.0,ON_TIME,0.0,A320,ECONOMY,43A,4bdd19e9-570c-4c68-ba48-e64851150a23,M,54.0,CR,2024-04-25 22:34:00,WEB,PAYPAL,109.95,USD,109.95,2,1
8132,AV,Avianca,AV7783,JFK,LIM,2025-01-01 21:22:00,2025-01-02 06:50:00,399.0,DELAYED,175.0,B739,PREMIUM_ECONOMY,11F,4300c757-ba5c-4be3-9f52-abf8ca2791e9,F,29.0,GT,2024-12-22 08:24:00,AGENCIA,EFECTIVO,106.8,USD,106.8,1,0
8133,CM,Copa Airlines,CM8191,LIM,BOG,2024-12-14 11:42:00,2024-12-14 13:05:00,58.0,ON_TIME,0.0,B767,BUSINESS,10E,40d09279-a6e2-498b-a524-a18107f3ccaf,F,41.0,CR,2024-10-06 07:16:00,APP,TARJETA,251.35,USD,251.35,2,1
8134,AA,American Airlines,AA2214,BOG,MAD,2024-08-02 22:48:00,2024-08-03 01:25:00,135.0,DIVERTED,0.0,A319,ECONOMY,33A,b7d8b4c7-f08c-41fb-8fca-e059b849f65a,F,38.0,PA,2024-07-14 20:24:00,WEB,EFECTIVO,119.94,USD,119.94,2,1
8135,AM,Aeromexico,AM2570,SAL,MIA,2024-12-23 07:42:00,2024-12-23 08:43:00,56.0,ON_TIME,0.0,A319,BUSINESS,8A,d5be054c-a238-4359-873a-c4d283556d35,F,30.0,CU,2024-11-10 12:36:00,WEB,TARJETA,126.39,USD,126.39,1,0
8136,AA,American Airlines,AA3854,HAV,LAX,2025-04-19 02:07:00,2025-04-19 04:13:00,101.0,ON_TIME,0.0,B739,ECONOMY,26D,1fd2549b-3a74-484b-97a5-437e825b76a6,M,33.0,SV,2025-01-20 23:46:00,AEROPUERTO,EFECTIVO,87.52,EUR,95.4,1,0
8137,WN,Southwest,WN3086,SAP,LIM,2025-12-13 14:43:00,2025-12-13 15:52:00,52.0,ON_TIME,0.0,B739,ECONOMY,39F,6a8c4bb1-4416-4682-8549-7c26d02e07b7,F,18.0,GT,2025-09-17 12:18:00,WEB,PUNTOS,51.02,MXN,2.96,2,1
8138,WN,Southwest,WN8754,SJO,MEX,2024-04-20 00:08:00,2024-04-20 04:08:00,85.0,DELAYED,159.0,A320,BUSINESS,4B,9767250d-c1ce-4728-a99b-61031b73e208,M,39.0,HN,2024-04-02 18:37:00,AEROPUERTO,EFECTIVO,155.43,USD,155.43,3,2
8139,BA,British Airways,BA8830,SAP,SAL,2024-03-11 18:00:00,2024-11-03 19:43:00,82.0,ON_TIME,0.0,B739,ECONOMY,22A,048a40a8-f0bf-4418-b79a-6a50758554d1,X,31.0,HN,2024-02-05 18:53:00,AEROPUERTO,PAYPAL,71.82,GTQ,9.19,0,0
8140,AV,Avianca,AV9430,LAX,SJO,2025-10-06 17:25:00,2025-10-07 00:41:00,414.0,ON_TIME,0.0,CRJ9,BUSINESS,4D,73bd09cf-66a4-418c-a875-e653f1850f03,F,53.0,US,2025-07-23 19:29:00,AEROPUERTO,PAYPAL,278.67,USD,278.67,1,0
8141,FR,Ryanair,FR5761,BCN,JFK,2025-07-17 15:30:00,2025-07-17 22:08:00,376.0,ON_TIME,0.0,E190,PREMIUM_ECONOMY,12A,42e82796-ad0c-4dd0-818a-a66d781f0cb4,NOBINARIO,17.0,GT,2025-02-07 10:23:00,UNKNOWN,PUNTOS,91.25,EUR,99.46,1,0
8142,BA,British Airways,BA2882,GUA,MEX,2024-05-16 05:33:00,2024-05-16 06:28:00,57.0,ON_TIME,0.0,B767,ECONOMY,42B,8f618b6e-6fc0-4946-ae6f-513ddc02461b,M,45.0,PE,2024-12-02 07:29:00,APP,EFECTIVO,100.55,GTQ,12.87,1,0
8143,UA,United,UA7926,LAX,CUN,2024-08-27 08:20:00,2024-08-27 14:17:00,323.0,DELAYED,10.0,B739,ECONOMY,42A,289bdc31-919c-44dc-a5d3-8e8df6b4fc21,M,33.0,HN,2024-07-10 12:14:00,APP,PAYPAL,54.7,USD,54.7,1,0
8144,BA,British Airways,BA3058,GUA,LAX,2024-05-07 21:06:00,2024-05-07 23:12:00,115.0,ON_TIME,0.0,CRJ9,ECONOMY,22F,7eadb06e-def5-4db4-a804-78f3d1702670,M,25.0,PA,2024-03-19 16:34:00,APP,PUNTOS,67.97,USD,67.97,0,0
8145,UA,United,UA1498,SAP,MIA,2025-12-30 18:25:00,2025-12-30 23:14:00,268.0,ON_TIME,0.0,E190,ECONOMY,23F,23d702c6-fae7-46a6-9519-479cc6bdd244,F,37.0,CO,2025-09-25 20:54:00,CALL_CENTER,PUNTOS,147.87,MXN,8.58,1,0
8146,B6,Jetblue,B64059,CUN,PTY,2024-02-20 07:02:00,2024-02-20 11:38:00,262.0,ON_TIME,0.0,B757,BUSINESS,7C,b6e267bd-44c9-4317-8e01-c3c87537650f,M,,GT,2023-11-06 22:30:00,WEB,PAYPAL,125.14,USD,125.14,0,0
8147,CM,Copa Airlines,CM3791,MIA,SAL,2025-08-29 17:27:00,,,CANCELLED,,A320,ECONOMY,,7b39da16-9a7d-4910-bffe-38bc3e725cd7,M,32.0,MX,2025-08-22 23:02:00,AEROPUERTO,PUNTOS,116.88,GTQ,14.96,1,0
8148,BA,British Airways,BA1864,MEX,SAP,2024-08-10 14:13:00,2024-08-10 16:25:00,129.0,ON_TIME,0.0,B757,ECONOMY,42C,c5d4caad-137e-44ab-b03f-8f9fb45ecc90,M,15.0,SV,2024-07-10 08:27:00,APP,EFECTIVO,135.47,USD,135.47,0,0
8149,LA,Latam,LA1389,MEX,CUN,2025-08-23 02:02:00,2025-08-23 05:32:00,192.0,ON_TIME,0.0,B767,ECONOMY,32C,a2f7e0da-559f-4242-ba3d-be729539ca30,F,31.0,CR,2025-07-30 18:47:00,AEROPUERTO,PAYPAL,62.99,MXN,3.65,1,0
8150,WN,Southwest,WN5851,PTY,BOG,2025-05-14 05:24:00,2025-05-14 10:56:00,326.0,ON_TIME,0.0,A319,ECONOMY,23A,0df89753-6bbf-455c-8af4-7462702c94c4,F,13.0,CR,2025-04-09 20:12:00,UNKNOWN,TRANSFERENCIA,104.3,USD,104.3,0,0
8151,AV,Avianca,AV4226,MIA,JFK,2024-04-11 22:22:00,2024-11-04 23:58:00,95.0,ON_TIME,0.0,B737,ECONOMY,17D,25a14718-40e2-458d-92d5-33161b409915,M,31.0,PE,2024-07-07 22:48:00,CALL_CENTER,EFECTIVO,86.47,GTQ,11.07,1,0
8152,FR,Ryanair,FR5171,MIA,GUA,2025-10-19 09:41:00,2025-10-19 12:10:00,141.0,ON_TIME,0.0,B739,ECONOMY,23B,809f229c-b1de-457f-93fc-17d360ea06a1,M,22.0,ES,2025-10-09 05:39:00,APP,EFECTIVO,72.84,GTQ,9.32,2,1
8153,FR,Ryanair,FR9919,SJO,PTY,2024-06-11 19:15:00,2024-06-11 22:34:00,204.0,ON_TIME,0.0,B787,FIRST,1B,c176ac99-8222-43b0-9507-7fbdd9d1572b,F,27.0,SV,2024-04-22 16:19:00,APP,EFECTIVO,298.79,USD,298.79,2,1
8154,BA,British Airways,BA2077,CUN,JFK,2025-05-22 14:31:00,2025-05-22 17:12:00,161.0,ON_TIME,0.0,B777,ECONOMY,40B,7d05b81a-22f2-4d07-953e-c4948099cfa7,F,25.0,US,2025-02-02 11:43:00,CALL_CENTER,TRANSFERENCIA,47.61,USD,47.61,1,0
8155,IB,Iberia,IB6761,SJO,HAV,2025-07-16 20:32:00,2025-07-16 21:59:00,68.0,ON_TIME,0.0,B737,PREMIUM_ECONOMY,15B,ea3890d1-2d92-467e-af60-c79d8b8acfcd,F,69.0,HN,2025-05-30 22:50:00,APP,TRANSFERENCIA,68.23,USD,68.23,1,0
8156,WN,Southwest,WN3797,SJO,MAD,2025-10-31 15:06:00,2025-10-31 17:08:00,119.0,ON_TIME,0.0,B777,ECONOMY,36A,bbfb85bf-34d3-4094-9d4e-d0e66f65a125,M,36.0,CO,2025-10-12 23:24:00,APP,TRANSFERENCIA,43.81,USD,43.81,1,0
8157,WN,Southwest,WN5866,MEX,LIM,2025-10-13 20:13:00,2025-10-14 00:14:00,246.0,ON_TIME,0.0,A321,ECONOMY,29B,e0705b43-33b1-4c07-b5a3-43b67d640326,M,8.0,ES,2025-01-08 07:54:00,WEB,EFECTIVO,84.29,USD,84.29,1,0
8158,AV,Avianca,AV4628,HAV,BCN,2025-02-19 06:32:00,2025-02-19 07:43:00,47.0,ON_TIME,0.0,B757,ECONOMY,26F,a1b67516-3fa8-4255-bcbe-177da84e3aac,M,36.0,PA,2024-12-10 22:43:00,AEROPUERTO,TRANSFERENCIA,126.66,USD,126.66,1,0
8159,IB,Iberia,IB6681,BOG,JFK,2024-10-28 04:19:00,2024-10-28 07:13:00,182.0,ON_TIME,0.0,B757,ECONOMY,20F,cc80ce3f-f634-495c-a3e4-86cb112a1c28,M,39.0,ES,2024-10-13 10:01:00,APP,TRANSFERENCIA,77.29,USD,77.29,2,1
8160,BA,British Airways,BA0881,BCN,HAV,2024-08-28 23:00:00,2024-08-29 05:13:00,371.0,ON_TIME,0.0,B787,ECONOMY,23F,d617058d-59a8-4cbc-856d-c7a07bc7e85e,F,21.0,SV,2024-07-02 10:13:00,AGENCIA,TRANSFERENCIA,137.64,USD,137.64,2,1
8161,WN,Southwest,WN5450,BCN,MAD,2024-09-01 09:28:00,2024-09-01 14:46:00,304.0,ON_TIME,0.0,B767,ECONOMY,30F,25720270-e207-4e64-8f86-e5e8974a6e62,F,46.0,CU,2024-05-16 10:15:00,CALL_CENTER,PAYPAL,52.66,USD,52.66,1,0
8162,IB,Iberia,IB6932,MIA,PTY,2025-03-25 06:04:00,2025-03-25 09:47:00,207.0,ON_TIME,0.0,B739,ECONOMY,30C,908b4ce3-59f3-4cce-8bf1-78e28c000956,M,34.0,PE,2024-11-30 16:07:00,CALL_CENTER,TARJETA,85.66,USD,85.66,1,0
8163,IB,Iberia,IB4978,SAP,JFK,2025-04-26 21:48:00,2025-04-27 04:23:00,379.0,ON_TIME,0.0,B757,ECONOMY,19D,cf3a0814-456e-4496-aabe-66ce5b2da61b,F,29.0,SV,2025-07-03 16:02:00,AEROPUERTO,PUNTOS,106.71,MXN,6.19,1,0
8164,WN,Southwest,WN1181,MAD,MIA,2024-02-10 22:47:00,2024-02-11 04:03:00,325.0,ON_TIME,0.0,B757,ECONOMY,40C,e9b2a1de-906f-47bf-a991-1cf7f86582e5,X,44.0,HN,2024-01-21 12:14:00,AGENCIA,PAYPAL,76.2,USD,76.2,0,0
8165,AM,Aeromexico,AM9622,LIM,BCN,2025-01-10 07:58:00,2025-01-10 12:17:00,269.0,ON_TIME,0.0,E190,ECONOMY,17A,a3982081-8401-4768-97ca-a81a90667001,F,30.0,CO,2024-12-12 03:20:00,AGENCIA,TARJETA,137.64,USD,137.64,1,0
8166,B6,Jetblue,B62904,BCN,HAV,2025-10-19 07:21:00,2025-10-19 13:02:00,329.0,ON_TIME,0.0,A319,ECONOMY,40A,723738de-953a-4708-b840-1713e4f28730,M,46.0,HN,2025-09-01 04:24:00,WEB,EFECTIVO,83.54,GTQ,10.69,0,0
8167,FR,Ryanair,FR3520,SAL,SAP,2024-04-12 02:19:00,2024-04-12 05:34:00,171.0,ON_TIME,0.0,A321,ECONOMY,19C,79b271fa-c91d-438d-81e9-527854cb139f,M,12.0,US,2023-12-13 12:26:00,WEB,TARJETA,91.87,MXN,5.33,2,1
8168,LA,Latam,LA2339,PTY,MAD,2025-12-14 07:51:00,2025-12-14 09:40:00,87.0,ON_TIME,0.0,B777,ECONOMY,24F,2831baca-dbb9-43d9-b2e0-c145bdb0f59d,M,43.0,CU,2025-12-07 07:44:00,AGENCIA,PAYPAL,31.06,GTQ,3.98,1,0
8169,AA,American Airlines,AA2185,PTY,SJO,2025-05-15 10:32:00,2025-05-15 14:22:00,220.0,ON_TIME,0.0,B757,ECONOMY,37E,e1312b1b-5a69-407b-8d26-dfed35514dfb,M,37.0,CR,2025-03-04 21:44:00,AGENCIA,PUNTOS,70.4,MXN,4.08,0,0
8170,WN,Southwest,WN9578,MIA,MAD,2024-09-22 19:02:00,2024-09-22 23:53:00,277.0,ON_TIME,0.0,A320,ECONOMY,41C,78191a31-091d-4211-8b94-59398b717418,M,31.0,HN,2024-06-29 00:31:00,AGENCIA,PAYPAL,59.29,USD,59.29,2,1
8171,AV,Avianca,AV3210,GUA,SAL,2024-05-23 19:23:00,2024-05-24 02:19:00,239.0,DELAYED,172.0,A319,ECONOMY,35B,19a4e7ef-4b6b-4fd1-b872-cd359ec63d6b,M,32.0,CR,2024-02-27 23:50:00,APP,TARJETA,132.58,GTQ,16.97,2,1
8172,AA,American Airlines,AA1535,JFK,LIM,2025-07-30 15:00:00,2025-07-30 18:19:00,204.0,ON_TIME,0.0,A321,ECONOMY,37E,4e9cc079-8250-4340-8a29-3681dbdd5d4c,M,28.0,US,2025-07-20 16:29:00,APP,EFECTIVO,114.2,USD,114.2,1,0
8173,AA,American Airlines,AA2500,HAV,SAL,2025-09-04 21:57:00,2025-09-05 04:38:00,394.0,ON_TIME,0.0,B757,ECONOMY,18F,755dc73d-8356-4966-bc9d-5f1f7c2c0e31,M,23.0,CU,2025-08-30 14:16:00,AGENCIA,TARJETA,106.23,USD,106.23,0,0
8174,B6,Jetblue,B63059,LAX,SAP,2024-05-17 08:19:00,2024-05-17 10:42:00,138.0,ON_TIME,0.0,B739,ECONOMY,19E,ab334888-933c-473b-913b-7e2be74e4348,M,34.0,PA,2024-03-14 07:10:00,AEROPUERTO,TRANSFERENCIA,92.13,USD,92.13,2,1
8175,LA,Latam,LA4987,SJO,LAX,2025-07-13 17:13:00,2025-07-13 20:25:00,200.0,ON_TIME,0.0,B739,ECONOMY,32A,7b167402-4150-4d06-afc6-b2593615f67c,M,34.0,PA,2025-03-28 10:44:00,APP,TARJETA,101.96,GTQ,13.05,1,0
8176,LA,Latam,LA2144,LIM,SJO,2025-07-09 20:25:00,2025-08-09 02:46:00,381.0,ON_TIME,0.0,B757,PREMIUM_ECONOMY,15C,b3fe28ee-92fc-4a16-830f-b01b2e7f85b5,F,0.0,PA,2025-06-15 07:00:00,APP,PAYPAL,66.89,USD,66.89,1,0
8177,AA,American Airlines,AA0234,SAL,LIM,2024-11-23 12:10:00,2024-11-23 13:31:00,73.0,ON_TIME,0.0,A320,PREMIUM_ECONOMY,11B,34f001de-3119-4de4-a30c-adc2279167b4,M,39.0,ES,2024-09-11 07:57:00,CALL_CENTER,PAYPAL,53.78,MXN,3.12,0,0
8178,AV,Avianca,AV5183,JFK,SAL,2025-06-26 17:37:00,2025-06-26 19:02:00,63.0,ON_TIME,0.0,A319,ECONOMY,20B,cf11301e-6865-41c5-8048-9ebe264cb7c8,F,27.0,GT,2025-03-05 15:52:00,AGENCIA,TRANSFERENCIA,79.92,USD,79.92,0,0
8179,LA,Latam,LA6744,GUA,LIM,2025-05-28 07:20:00,2025-05-28 12:39:00,310.0,ON_TIME,0.0,B777,BUSINESS,7A,2e6813a9-d38b-4d69-b563-c3d86116d283,M,23.0,CR,2025-03-07 23:10:00,AEROPUERTO,TRANSFERENCIA,140.67,USD,140.67,1,0
8180,AM,Aeromexico,AM8439,LAX,MAD,2025-04-06 11:06:00,2025-06-04 17:18:00,262.0,DELAYED,118.0,CRJ9,ECONOMY,45B,129cdc65-267f-4873-9216-35bd4844db88,M,37.0,GT,2025-02-25 12:41:00,AEROPUERTO,EFECTIVO,115.96,USD,115.96,2,1
8181,WN,Southwest,WN8913,JFK,HAV,2024-10-02 11:32:00,2024-02-10 18:18:00,207.0,DELAYED,181.0,B739,ECONOMY,27E,7b97cdd8-ee08-4b8d-a432-76d0cdb58ce2,M,21.0,GT,2023-11-25 14:47:00,AGENCIA,TRANSFERENCIA,66.6,MXN,3.86,1,0
8182,AA,American Airlines,AA8223,SAP,CUN,2024-11-17 14:55:00,2024-11-17 21:37:00,377.0,ON_TIME,0.0,B737,BUSINESS,4C,12424268-173b-4f00-9302-912203287a7c,M,24.0,CU,2024-08-20 06:50:00,WEB,PUNTOS,76.78,GTQ,9.83,1,0
8183,IB,Iberia,IB2667,JFK,SAP,2024-12-10 17:06:00,2024-12-10 18:17:00,52.0,ON_TIME,0.0,B738,ECONOMY,31A,cc442285-4943-45ff-a908-0324c5b1c31e,M,35.0,SV,2024-10-14 09:33:00,AEROPUERTO,PUNTOS,112.97,GTQ,14.46,1,0
8184,AA,American Airlines,AA8049,HAV,LIM,2024-02-17 19:29:00,,,CANCELLED,,E190,ECONOMY,,74e66e70-349e-4950-8401-0512ea4339ad,X,47.0,GT,2024-01-23 15:47:00,AEROPUERTO,PUNTOS,60.05,USD,60.05,1,0
8185,AA,American Airlines,AA9804,SAL,BCN,2024-11-21 11:00:00,2024-11-21 11:44:00,48.0,ON_TIME,0.0,B787,BUSINESS,10A,a09837d7-7129-480b-8aaa-25af4bd6db83,F,17.0,PE,2024-10-22 00:18:00,CALL_CENTER,TRANSFERENCIA,180.55,USD,180.55,2,1
8186,LA,Latam,LA5668,CUN,HAV,2024-11-21 22:00:00,2024-11-22 00:54:00,169.0,ON_TIME,0.0,B737,ECONOMY,39E,13717a98-6a87-45c9-a501-176a7cd53595,M,44.0,CO,2024-11-14 03:01:00,AEROPUERTO,TRANSFERENCIA,85.99,USD,85.99,2,1
